Day,Time_deltas
1,2588,396
2,823,791,731,485,1157
3,304,303,1311,334,821
4,61,273,123
5,2009,397
6,609,882,3014
7,334,1827,1584,30,243
8,730,731
9,699,2678,91,123,243
10,184,394,245,61,1064,397,1430
11,2618,457,395
12,89,1888,700
13,1216,61,2800
14,2527,579,151,518,122,60
15,821,730,2894
16,122,700,2100
17,212,1158,699,213,61,2314
18,2039
19,245,912,245,1977,214,882
20,2009,2313,518
21,275
22,1216,123,1125,366,182,852,184,243,212,61
23,59,1187,1918
24,1614,31,30,700,457,516
25,4625
26,31,396,243
27,821,518,700,1795
28,122,518,2800
29,884,1430,1400,518
30,3591
31,850,1096,1400
